symbol,name,currency,exchange,mic_code,country,type,figi_code
BRKL,Brookline Bancorp Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG000BFYS13
BRKR,Bruker Corp,USD,NASDAQ,XNGS,United States,Common Stock,BBG000CL2SH7
BRKS,Brooks Automation Inc,USD,NASDAQ,XNGS,United States,Common Stock,
BRLS,Borealis Foods Inc,USD,NASDAQ,XNCM,United States,Common Stock,BBG011YN1F85
BRLSW,Borealis Foods Inc,USD,NASDAQ,XNMS,United States,Common Stock,
BRLT,"Brilliant Earth Group, Inc.",USD,NASDAQ,XNMS,United States,Common Stock,BBG012C7HQT8
BRNS,Barinthus Biotherapeutics plc,USD,NASDAQ,XNMS,United States,Depositary Receipt,BBG00ZZPCP63
BROG,Twelve Seas Investment Co,USD,NASDAQ,XNCM,United States,Common Stock,BBG00P5FLWL8
BROGW,Brooge Energy Limited,USD,NASDAQ,XNCM,United States,Common Stock,BBG00R4Z6LH7
BRP,BRP Group Inc,USD,NASDAQ,XNGS,United States,Common Stock,
BRPM,B Riley Principal Merger Corp,USD,NASDAQ,XNCM,United States,Common Stock,
BRTX,"BioRestorative Therapies, Inc.",USD,NASDAQ,XNCM,United States,Common Stock,BBG000BNB673
BRY,Berry Petroleum Co LLC,USD,NASDAQ,XNGS,United States,Common Stock,BBG00H5HHVC9
BRZE,"Braze, Inc. Class A Common Stock",USD,NASDAQ,XNGS,United States,Common Stock,BBG01358HYS6
BSBK,Bogota Financial Corp,USD,NASDAQ,XNCM,United States,Common Stock,BBG00Q709Z61
BSET,Bassett Furniture Industries Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG000BDS301
BSFC,BLUE STAR FOODS CORP.,USD,NASDAQ,XNCM,United States,Common Stock,BBG00RSGTRD9
BSGA,Blue Safari Group Acquisition Corp.,USD,NASDAQ,XNCM,United States,Common Stock,
BSIIU,Black Spade Acquisition II Co Unit,USD,NASDAQ,XNMS,United States,Common Stock,BBG01NGHG0W0
BSKYW,"Big Sky Growth Partners, Inc.",USD,NASDAQ,XNMS,United States,Common Stock,
BSLK,"Bolt Projects Holdings, Inc.",USD,NASDAQ,XNMS,United States,Common Stock,BBG010SXP3C8
BSLKW,"Bolt Projects Holdings, Inc.",USD,NASDAQ,XNCM,United States,Common Stock,BBG010T16QD6
BSRR,Sierra Bancorp,USD,NASDAQ,XNGS,United States,Common Stock,BBG000BDJBN8
BSVN,Bank7 Corp,USD,NASDAQ,XNGS,United States,Common Stock,BBG00LV10167
BSY,Bentley Systems Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG009ZHB8K2
BTAI,Bioxcel Therapeutics Inc,USD,NASDAQ,XNCM,United States,Common Stock,BBG00K20GVQ8
BTBD,"BT Brands, Inc.",USD,NASDAQ,XNCM,United States,Common Stock,BBG00PZ5P630
BTBDW,"BT Brands, Inc.",USD,NASDAQ,XNMS,United States,Common Stock,
BTBT,"Bit Digital, Inc.",USD,NASDAQ,XNCM,United States,Common Stock,BBG00JM2HW00
BTCS,BTCS Inc.,USD,NASDAQ,XNCM,United States,Common Stock,BBG000HN6BT8
BTCT,Btc Digital Ltd.,USD,NASDAQ,XNCM,United States,Common Stock,BBG00R3X9DN1
BTCTW,BTC Digital Ltd. - Warrant,USD,NASDAQ,XNGS,United States,Warrant,
BTDR,Bitdeer Technologies Group - Ordinary Shares,USD,NASDAQ,XNCM,United States,Common Stock,BBG0146WMFR6
BTFX,VALKYRIE BITCOIN FUTURES LEVERAGED STRATEGY ETF,USD,NASDAQ,XNMS,United States,Common Stock,BBG01LN1N9N4
BTM,Bitcoin Depot Inc. - Class A Common Stock,USD,NASDAQ,XNCM,United States,Common Stock,BBG014C51218
BTMD,Biote Corp,USD,NASDAQ,XNMS,United States,Common Stock,BBG00ZCMCBF6
BTMWW,Bitcoin Depot Inc. - Warrant,USD,NASDAQ,XNGS,United States,Warrant,
BTOC,Armlogi Holding Corp.,USD,NASDAQ,XNMS,United States,Common Stock,BBG01K3HP684
BTOG,Bit Origin Ltd,USD,NASDAQ,XNCM,United States,Common Stock,BBG00LTYP4J1
BTSG,BRIGHTSPRING HEALTH SERVICES INC,USD,NASDAQ,XNGS,United States,Common Stock,BBG0132WL2G4
BTSGU,BRIGHTSPRING HEALTH SERVICES INC TANGIBLE EQUITY UNIT,USD,NASDAQ,XNGS,United States,Common Stock,
BTTX,"Better Therapeutics, Inc.",USD,NASDAQ,XNCM,United States,Common Stock,
BTWN,Bridgetown Holdings Limited,USD,NASDAQ,XNCM,United States,Common Stock,
BUJA,Bukit Jalil Global Acquisition 1 Ltd. - Ordinary Shares,USD,NASDAQ,XNCM,United States,Common Stock,BBG01GZZ7J80
BUJAR,Bukit Jalil Global Acquisition 1 Ltd. - Rights,USD,NASDAQ,XNGS,United States,Right,
BUJAU,Bukit Jalil Global Acquisition 1 Ltd. - Unit,USD,NASDAQ,XNCM,United States,Unit,BBG01GZYVQG1
BUJAW,Bukit Jalil Global Acquisition 1 Ltd. - Warrants,USD,NASDAQ,XNGS,United States,Warrant,
BUSE,First Busey Corp,USD,NASDAQ,XNGS,United States,Common Stock,BBG000JNDQ42
BVFL,"BV Financial, Inc.",USD,NASDAQ,XNCM,United States,Common Stock,BBG000QRTPW9
BVS,Bioventus Inc.,USD,NASDAQ,XNGS,United States,Common Stock,BBG00D8550X9
BVXV,BiondVax Pharmaceuticals Ltd.,USD,NASDAQ,XNCM,United States,Depositary Receipt,
BWAQ,Blue World Acquisition Corporation,USD,NASDAQ,XNMS,United States,Common Stock,
BWAQR,Blue World Acquisition Corporation,USD,NASDAQ,XNMS,United States,Common Stock,
BWAQU,Blue World Acquisition Corp,USD,NASDAQ,XNMS,United States,Unit,
BWAQW,Blue World Acquisition Corporation,USD,NASDAQ,XNMS,United States,Common Stock,
BWAY,Brainsway Ltd,USD,NASDAQ,XNMS,United States,Depositary Receipt,BBG00N2K3XS6
BWB,Bridgewater Bancshares Inc,USD,NASDAQ,XNCM,United States,Common Stock,BBG00K2T6RG6
BWBBP,"Bridgewater Bancshares, Inc.",USD,NASDAQ,XNCM,United States,Common Stock,
BWCAW,Blue Whale Acquisition Corp I - Warrant,USD,NASDAQ,XNGS,United States,Warrant,
BWEN,Broadwind Energy Inc,USD,NASDAQ,XNCM,United States,Common Stock,BBG000DYK604
BWFG,Bankwell Financial Group Inc,USD,NASDAQ,XNMS,United States,Common Stock,BBG001KFN5G7
BWIN,"The Baldwin Insurance Group, Inc.",USD,NASDAQ,XNGS,United States,Common Stock,BBG00QDCHFR0
BWMN,Bowman Consulting Group Ltd.,USD,NASDAQ,XNMS,United States,Common Stock,BBG00ZXQD138
BYFC,Broadway Financial Corp-DE,USD,NASDAQ,XNCM,United States,Common Stock,BBG000BD71R9
BYND,Beyond Meat Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG00MQB4FS0
BYNO,byNordic Acquisition Corp,USD,NASDAQ,XNMS,United States,Common Stock,BBG016GBBKK4
BYNOU,byNordic Acquisition Corp,USD,NASDAQ,XNMS,United States,Unit,BBG00X0VYLF8
BYNOW,byNordic Acquisition Corporation,USD,NASDAQ,XNMS,United States,Common Stock,BBG016HPHTL6
BYRN,BYRNA TECHNOLOGIES INC.,USD,NASDAQ,XNCM,United States,Common Stock,BBG000BB0DP6
BYSI,Beyondspring Inc,USD,NASDAQ,XNCM,United States,Common Stock,BBG00F9YPTM7
BYU,"BAIYU Holdings, Inc.",USD,NASDAQ,XNCM,United States,Common Stock,BBG004P48774
BZ,Kanzhun Limited,USD,NASDAQ,XNGS,United States,Common Stock,BBG01163M650
BZFD,"BuzzFeed, Inc.",USD,NASDAQ,XNCM,United States,Common Stock,BBG00YPS9K11
BZFDW,"BuzzFeed, Inc.",USD,NASDAQ,XNMS,United States,Common Stock,
BZUN,Baozun Inc,USD,NASDAQ,XNGS,United States,Depositary Receipt,BBG008HNS3N1
CAAS,China Automotive Systems Inc,USD,NASDAQ,XNCM,United States,Common Stock,BBG000BF5P66
CABA,Cabaletta Bio Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG00QG3ZK69
CAC,Camden National Corp,USD,NASDAQ,XNGS,United States,Common Stock,BBG000BB1XM4
CACC,Credit Acceptance Corp,USD,NASDAQ,XNGS,United States,Common Stock,BBG000CS1RP6
CACO,Caravelle International Group,USD,NASDAQ,XNCM,United States,Common Stock,BBG01C29P182
CADL,"Candel Therapeutics, Inc.",USD,NASDAQ,XNMS,United States,Common Stock,BBG011M1TR80
CAKE,Cheesecake Factory Inc-The,USD,NASDAQ,XNGS,United States,Common Stock,BBG000CSC8K1
CALA,Calithera Biosciences Inc,USD,NASDAQ,XNGS,United States,Common Stock,
CALB,California Bancorp,USD,NASDAQ,XNGS,United States,Common Stock,
CALC,CALCIMEDICA INC,USD,NASDAQ,XNCM,United States,Common Stock,BBG00X5FVRR5
CALM,Cal-Maine Foods Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG000CDNVY6
CALT,Calliditas Therapeutics AB ,USD,NASDAQ,XNGS,United States,Common Stock,BBG00TW5HXW3
CAMT,Camtek Ltd-Israel,USD,NASDAQ,XNMS,United States,Common Stock,BBG000BJ4PL2
CAN,Canaan Inc,USD,NASDAQ,XNMS,United States,Depositary Receipt,BBG00QQ10GN0
CANQ,Calamos Alternative Nasdaq & Bond ETF,USD,NASDAQ,XNMS,United States,Common Stock,BBG01LG9GZL7
CAPR,Capricor Therapeutics Inc,USD,NASDAQ,XNCM,United States,Common Stock,BBG000DZMS38
CAPT,Captivision Inc.,USD,NASDAQ,XNMS,United States,Common Stock,BBG01K591YB1
CAPTW,Captivision Inc.,USD,NASDAQ,XNCM,United States,Common Stock,BBG01K58XG45
CAR,Avis Budget Group Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG000FLRB48
CARA,Cara Therapeutics Inc,USD,NASDAQ,XNCM,United States,Common Stock,BBG005KG34D4
CARE,Carter Bank & Trust,USD,NASDAQ,XNGS,United States,Common Stock,BBG00Y9DG330
CARG,Cargurus Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG00HQ77GD1
CARM,"Carisma Therapeutics, Inc. - Common Stock",USD,NASDAQ,XNMS,United States,Common Stock,BBG005SCNXB1
CART,Carolina Trust Bancshares Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG01J3J03J5
CARV,Carver Bancorp Inc,USD,NASDAQ,XNCM,United States,Common Stock,BBG000BV2QB6
CASH,L&G E Fund MSCI China A UCITS ETF,USD,NASDAQ,XNGS,United States,Common Stock,BBG000BKM3K9
CASI,CASI Pharmaceuticals Inc,USD,NASDAQ,XNCM,United States,Common Stock,BBG01FQY7VG9
CASS,Cass Information Systems Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG000BCXXV7
CASY,Casey's General Stores Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG000BF0GY0
CATY,Cathay General Bancorp,USD,NASDAQ,XNGS,United States,American Depositary Receipt,BBG000C68N58
CBAN,Colony Bankcorp Inc,USD,NASDAQ,XNMS,United States,Common Stock,BBG000HH4SH9
CBAT,CBAK Energy Technology Inc,USD,NASDAQ,XNCM,United States,Common Stock,BBG000DZXDL9
CBFV,CB Financial Services Inc,USD,NASDAQ,XNMS,United States,Common Stock,BBG000BKTBK4
CBNK,Capital Bancorp Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG00LWJ6GM0
CBRG,Chain Bridge I,USD,NASDAQ,XNCM,United States,Common Stock,BBG0149Q6W88
CBRGU,Chain Bridge I,USD,NASDAQ,XNCM,United States,Unit,BBG00ZR8FDC7
CBRL,Cracker Barrel Old Country Store Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG000BF3DG4
CBSH,Commerce Bancshares Inc-MO,USD,NASDAQ,XNGS,United States,Common Stock,BBG000BF3S26
CBUS,UBS ETF - Bloomberg Barclays US Liquid Corporates UCITS ETF,USD,NASDAQ,XNCM,United States,Common Stock,BBG00H1CJSC9
CCAIW,Cascadia Acquisition Corp.,USD,NASDAQ,XNMS,United States,Common Stock,
CCAP,Crescent Capital BDC Inc,USD,NASDAQ,XNMS,United States,Common Stock,BBG00RLXKGZ8
CCB,Coastal Financial Corp-WA,USD,NASDAQ,XNGS,United States,Common Stock,BBG00L7PQ145
CCBG,Capital City Bank Group Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG000BM9GY6
CCCC,C4 Therapeutics Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG00X93QQ32
CCCS,CCC Intelligent Solutions Holdings Inc.,USD,NASDAQ,XNGS,United States,Common Stock,BBG00XP8P8B5
CCEP,Coca-Cola European Partners PLC,USD,NASDAQ,XNGS,United States,Common Stock,BBG00B6BFX14
CCG,Cheche Group Inc. - Class A Ordinary Shares,USD,NASDAQ,XNCM,United States,Common Stock,BBG01JDH53T2
CCGWW,Cheche Group Inc. - Warrant,USD,NASDAQ,XNGS,United States,Warrant,
CCIH,ChinaCache International Holdings Ltd,USD,NASDAQ,XNGS,United States,Depositary Receipt,
CCIX,Churchill Capital Corp IX Ordinary Shares,USD,NASDAQ,XNMS,United States,Common Stock,BBG01N8LR9W9
CCIXU,Churchill Capital Corp IX,USD,NASDAQ,XNMS,United States,Unit,BBG01M5B5DN1
CCIXW,Churchill Capital Corp IX Warrant,USD,NASDAQ,XNMS,United States,Common Stock,BBG01N8LVTJ5
CCLD,"CareCloud, Inc.",USD,NASDAQ,XNMS,United States,Common Stock,BBG005RSN4B1
CCLDO,"CareCloud, Inc. - 8.75% Series B Cumulative Redeemable Perpetual Preferred Stock",USD,NASDAQ,XNMS,United States,Common Stock,
CCLDP,"CareCloud, Inc. - 11% Series A Cumulative Redeemable Perpetual Preferred Stock",USD,NASDAQ,XNMS,United States,Common Stock,
CCNC,Code Chain New Continent Limited,USD,NASDAQ,XNCM,United States,Common Stock,
CCNE,CNB Financial Corp-PA,USD,NASDAQ,XNGS,United States,Common Stock,BBG000BKQ7P1
CCNEP,CNB Financial Corporation,USD,NASDAQ,XNGS,United States,Common Stock,
CCOI,Cogent Communications Holdings Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG000D0SXY4
CCRN,Cross Country Healthcare Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG000DGNJT1
CCSI,"Consensus Cloud Solutions, Inc.",USD,NASDAQ,XNGS,United States,Common Stock,BBG012Q70CF7
CCTG,CCSC Technology International Holdings Limited,USD,NASDAQ,XNCM,United States,Common Stock,BBG01G0DGSN0
CCTS,Cactus Acquisition Corp. 1 Limited,USD,NASDAQ,XNMS,United States,Common Stock,BBG011WY8G02
CCTSU,Cactus Acquisition Corp. 1 Limited Unit,USD,NASDAQ,XNMS,United States,Unit,BBG011WTX126
CCTSW,Cactus Acquisition Corp. 1 Limited,USD,NASDAQ,XNMS,United States,Common Stock,BBG0149QDF50
CDAQ,Compass Digital Acquisition Corp.,USD,NASDAQ,XNMS,United States,Common Stock,BBG012J858R4
CDAQU,Compass Digital Acquisition Corp.,USD,NASDAQ,XNMS,United States,Unit,BBG012J84M85
CDAQW,Compass Digital Acquisition Corp.,USD,NASDAQ,XNMS,United States,Common Stock,BBG013XMLDL2
CDEV,Centennial Resource Development Inc-DE,USD,NASDAQ,XNCM,United States,Common Stock,
CDIO,Cardio Diagnostics Holdings Inc.,USD,NASDAQ,XNCM,United States,Common Stock,BBG013P0VXB5
CDIOW,"Cardio Diagnostics Holdings, Inc.",USD,NASDAQ,XNMS,United States,Common Stock,
CDLX,Cardlytics Inc,USD,NASDAQ,XNMS,United States,Common Stock,BBG00JRKCPP8
CDMO,Avid Bioservices Inc,USD,NASDAQ,XNCM,United States,Common Stock,BBG000JDWRH7
CDNA,CareDx Inc,USD,NASDAQ,XNMS,United States,Common Stock,BBG006LCXWZ1
CDNS,Cadence Design Systems Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG000C13KQ7
CDRO,"Codere Online Luxembourg, S.A.",USD,NASDAQ,XNCM,United States,Common Stock,BBG013V339K6
CDROW,"Codere Online Luxembourg, S.A.",USD,NASDAQ,XNMS,United States,Common Stock,
CDT,Conduit Pharmaceuticals Inc,USD,NASDAQ,XNMS,United States,Common Stock,BBG015879MT4
CDTG,CDT Environmental Technology Investment Holdings Limited ordinary shares,USD,NASDAQ,XNCM,United States,Common Stock,BBG00YYC4S41
CDTTW,Conduit Pharmaceuticals Inc.  - Warrant,USD,NASDAQ,XNGS,United States,Warrant,
CDTX,Cidara Therapeutics Inc,USD,NASDAQ,XNCM,United States,Common Stock,BBG0089CZ347
CDW,CDW Corp-DE,USD,NASDAQ,XNGS,United States,Common Stock,BBG004CH8XX3
CDXC,ChromaDex Corp,USD,NASDAQ,XNCM,United States,Common Stock,BBG000BG1S08
CDXS,Codexis Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG000RN0PS3
CDZI,Cadiz Inc,USD,NASDAQ,XNMS,United States,Common Stock,BBG000CSMQG5
CDZIP,Cadiz Inc.,USD,NASDAQ,XNMS,United States,Common Stock,
CEAD,CEA Industries Inc.,USD,NASDAQ,XNCM,United States,Common Stock,BBG001LM4WJ0
CEADW,CEA Industries Inc.,USD,NASDAQ,XNGS,United States,Common Stock,
CECE,CECO Environmental Corp,USD,NASDAQ,XNGS,United States,Common Stock,
CECO,Career Education Corp,USD,NASDAQ,XNGS,United States,Common Stock,BBG000BFGDJ7
CEG,Constellation Energy Corporation,USD,NASDAQ,XNGS,United States,Common Stock,BBG014KFRP72
CELC,Celcuity Inc,USD,NASDAQ,XNCM,United States,Common Stock,BBG00HKBW0Q1
CELH,Celsius Holdings Inc,USD,NASDAQ,XNCM,United States,Common Stock,BBG000NY3G19
CELU,Celularity Inc.,USD,NASDAQ,XNCM,United States,Common Stock,BBG00PPX1NB0
CELUW,Celularity Inc.,USD,NASDAQ,XNCM,United States,Common Stock,BBG00PPX2YF1
CELZ,"Creative Medical Technology Holdings, Inc.",USD,NASDAQ,XNCM,United States,Common Stock,BBG000BCFXQ3
CENN,Cenntro Electric Group Limited,USD,NASDAQ,XNCM,United States,Common Stock,BBG01JJ6GPL7
CENT,Central Garden & Pet Co,USD,NASDAQ,XNGS,United States,Common Stock,BBG000BFDGC0
CENTA,Central Garden & Pet Co,USD,NASDAQ,XNGS,United States,Common Stock,BBG000KTZWN9
CENX,Century Aluminum Co,USD,NASDAQ,XNGS,United States,Common Stock,BBG000BW1W95
CEP,"Cantor Equity Partners, Inc.",USD,NASDAQ,XNMS,United States,Common Stock,BBG01P0M3NV6
CERE,"Cerevel Therapeutics Holdings, Inc.",USD,NASDAQ,XNCM,United States,Common Stock,
CERO,Phoenix Biotech Acquisition Corp.,USD,NASDAQ,XNMS,United States,Common Stock,BBG012LSLGD6
CEROW,"CERo Therapeutics Holdings, Inc.",USD,NASDAQ,XNMS,United States,Common Stock,
CERS,Cerus Corp,USD,NASDAQ,XNMS,United States,Common Stock,BBG000HBW3S4
CERT,"Certara, Inc.",USD,NASDAQ,XNGS,United States,Common Stock,BBG00Y7BR593
CETU,Cetus Capital Acquisition Corp. - Class A Common Stock,USD,NASDAQ,XNCM,United States,Common Stock,
CETUR,Cetus Capital Acquisition Corp. - Right to receive 1/6 of one share of Class A Common Stock,USD,NASDAQ,XNGS,United States,Right,
CETUU,Cetus Capital Acquisition Corp. Unit,USD,NASDAQ,XNCM,United States,Unit,
CETUW,Cetus Capital Acquisition Corp. - Warrant,USD,NASDAQ,XNGS,United States,Warrant,
CETX,Cemtrex Inc,USD,NASDAQ,XNCM,United States,Common Stock,BBG000GC7PM8
CETXP,Cemtrex Inc,USD,NASDAQ,XNCM,United States,Preferred Stock,
CETY,"Clean Energy Technologies, Inc.",USD,NASDAQ,XNCM,United States,Common Stock,BBG000NQGR18
CEVA,CEVA Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG000BN3ZF9
CFB,CrossFirst Bankshares Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG00PQNWVH3
CFBK,Central Federal Corp,USD,NASDAQ,XNCM,United States,Common Stock,BBG000BBWJH7
CFFI,C&F Financial Corp,USD,NASDAQ,XNGS,United States,Common Stock,BBG000BYNGT0
CFFN,Capitol Federal Financial Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG000C34JW8
CFFS,CF Acquisition Corp VII,USD,NASDAQ,XNCM,United States,Common Stock,BBG00ZN9DHC2
CFFSU,CF Acquisition Corp. VII Unit,USD,NASDAQ,XNMS,United States,Unit,BBG00ZCX4NS1
CFFSW,CF Acquisition Corp. VII,USD,NASDAQ,XNGS,United States,Common Stock,
CFLT,"Confluent, Inc.",USD,NASDAQ,XNGS,United States,Common Stock,BBG011B9MN81
CFSB,"CFSB Bancorp, Inc.",USD,NASDAQ,XNCM,United States,Common Stock,BBG014H7HXH7
CG,Carlyle Group LP-The,USD,NASDAQ,XNGS,United States,Limited Partnership,BBG0021VH998
CGABL,The Carlyle Group Inc. 4.625% Subordinated Notes due 2061,USD,NASDAQ,XNGS,United States,Common Stock,
CGBD,TCG BDC Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG00GQVWX72
CGBDL,"Carlyle Secured Lending, Inc.",USD,NASDAQ,XNMS,United States,Exchange-Traded Note,
CGBS,Crown LNG Holdings Limited Ordinary Shares,USD,NASDAQ,XNCM,United States,Common Stock,BBG01JS4GLB2
CGBSW,Crown LNG Holdings Limited Warrants,USD,NASDAQ,XNMS,United States,Common Stock,
CGC,Canopy Growth Corp,USD,NASDAQ,XNGS,United States,Common Stock,BBG0069FB0V6
CGEM,"Cullinan Management, Inc.",USD,NASDAQ,XNGS,United States,Common Stock,BBG00YM46LX3
CGEN,Compugen Ltd,USD,NASDAQ,XNCM,United States,Common Stock,BBG000B9ZSQ9
CGNT,Cognyte Software Ltd.,USD,NASDAQ,XNGS,United States,Common Stock,BBG00YYCHQ69
CGNX,Cognex Corp,USD,NASDAQ,XNGS,United States,Common Stock,BBG000BPC6F8
CGON,"CG Oncology, Inc. Common stock",USD,NASDAQ,XNGS,United States,Common Stock,BBG01KV825L5
CGTX,"Cognition Therapeutics, Inc.",USD,NASDAQ,XNMS,United States,Common Stock,BBG011WFHV91
CHCI,Comstock Holding Cos Inc,USD,NASDAQ,XNCM,United States,Common Stock,BBG000Q80G52
CHCO,City Holding Co,USD,NASDAQ,XNGS,United States,Common Stock,BBG000BFJQP8
CHDN,Churchill Downs Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG000BGXYR1
CHEA,Chenghe Acquisition Co.,USD,NASDAQ,XNMS,United States,Common Stock,
CHEF,Chefs' Warehouse Inc-The,USD,NASDAQ,XNGS,United States,Common Stock,BBG001MFW708
CHEK,Check Cap Ltd,USD,NASDAQ,XNCM,United States,Common Stock,BBG0089RJW48
CHK,Chesapeake Energy Corp,USD,NASDAQ,XNGS,United States,Common Stock,BBG00Z6DX5Q1
CHKE,2,USD,NASDAQ,XNCM,United States,Common Stock,
CHKEL,Chesapeake Energy Corporation,USD,NASDAQ,XNGS,United States,Common Stock,BBG00Z6RLR76
CHKEW,Chesapeake Energy Corporation,USD,NASDAQ,XNCM,United States,Common Stock,BBG00Z6RM1S9
CHKEZ,Chesapeake Energy Corporation,USD,NASDAQ,XNCM,United States,Common Stock,BBG00Z6RFND5
CHKP,Check Point Software Technologies Ltd,USD,NASDAQ,XNGS,United States,Common Stock,BBG000K85L07
CHMG,Chemung Financial Corp,USD,NASDAQ,XNGS,United States,Common Stock,BBG000BHQK88
CHNR,China Natural Resources Inc,USD,NASDAQ,XNCM,United States,Common Stock,BBG000BX3W00
CHR,"Cheer Holding, Inc.",USD,NASDAQ,XNCM,United States,Common Stock,BBG00LY8JD63
CHRD,Chord Energy Corp,USD,NASDAQ,XNGS,United States,Common Stock,BBG00Y7BLJ44
CHRS,Coherus Biosciences Inc,USD,NASDAQ,XNMS,United States,Common Stock,BBG0077HWXW6
CHRW,CH Robinson Worldwide Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG000BTCSJ8
CHSCL,CHS Inc,USD,NASDAQ,XNGS,United States,Preferred Stock,
CHSCM,CHS Inc,USD,NASDAQ,XNGS,United States,Preferred Stock,
CHSCN,CHS Inc,USD,NASDAQ,XNGS,United States,Preferred Stock,
CHSCO,CHS Inc,USD,NASDAQ,XNGS,United States,Preferred Stock,
CHSCP,CHS Inc,USD,NASDAQ,XNGS,United States,Preferred Stock,
CHSN,Chanson International Holding - Class A Ordinary Shares,USD,NASDAQ,XNCM,United States,Common Stock,BBG00ZVXBR49
CHTR,Charter Communications Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG00B550NP0
CHUY,Chuy's Holdings Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG001YR41X7
CHX,ChampionX Corporation,USD,NASDAQ,XNGS,United States,Common Stock,BBG00JH9TZR2
CIFR,Cipher Mining Inc.,USD,NASDAQ,XNGS,United States,Common Stock,BBG00YFDNCK6
CIFRW,Cipher Mining Inc.,USD,NASDAQ,XNGS,United States,Common Stock,BBG00YFJ1RX0
CIGI,Colliers International Group Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG000BN6YG8
CINF,Cincinnati Financial Corp,USD,NASDAQ,XNGS,United States,Common Stock,BBG000BFPVV3
CING,Cingulate Inc.,USD,NASDAQ,XNCM,United States,Common Stock,BBG012G40N98
CINGW,Cingulate Inc.,USD,NASDAQ,XNMS,United States,Common Stock,
CISO,Cerberus Cyber Sentinel Corporation,USD,NASDAQ,XNCM,United States,Common Stock,BBG00SL5GHD4
CISS,C3is Inc. - Common Stock,USD,NASDAQ,XNCM,United States,Common Stock,BBG01GSFY9C9
CITE,Cartica Acquisition Corp,USD,NASDAQ,XNCM,United States,Common Stock,BBG013KBCGM2
CITEU,Cartica Acquisition Corp,USD,NASDAQ,XNCM,United States,Unit,BBG013KBBKL5
CITEW,Cartica Acquisition Corp,USD,NASDAQ,XNGS,United States,Common Stock,
CIVB,Civista Bancshares Inc,USD,NASDAQ,XNCM,United States,Common Stock,BBG000DX14L9
CIZN,Citizens Holding Co,USD,NASDAQ,XNMS,United States,Common Stock,
CJET,Chijet Motor Company Inc,USD,NASDAQ,XNMS,United States,Common Stock,BBG01G4GC2S5
CJJD,China Jo-Jo Drugstores Inc,USD,NASDAQ,XNCM,United States,Common Stock,BBG011ZV7XC6
CKPT,Checkpoint Therapeutics Inc,USD,NASDAQ,XNCM,United States,Common Stock,BBG00F5TPXP0
CLAQ,CleanTech Acquisition Corp.,USD,NASDAQ,XNCM,United States,Common Stock,
CLAR,Clarus Corp,USD,NASDAQ,XNGS,United States,Common Stock,BBG000C6R0T1
CLBK,Columbia Financial Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG00JF7LX19
CLBS,Caladrius Biosciences Inc,USD,NASDAQ,XNCM,United States,Common Stock,
CLBT,Cellebrite DI Ltd.,USD,NASDAQ,XNGS,United States,Common Stock,BBG011XMV3J0
CLBTW,Cellebrite DI Ltd.,USD,NASDAQ,XNGS,United States,Common Stock,BBG011XNC7Q2
CLDX,Celldex Therapeutics Inc,USD,NASDAQ,XNCM,United States,Common Stock,BBG000FW8SW7
CLEU,China Liberal Education Holdings Ltd,USD,NASDAQ,XNCM,United States,Common Stock,BBG00PX7KHV8
CLFD,Clearfield Inc,USD,NASDAQ,XNMS,United States,Common Stock,BBG000BC37T0
CLGN,Collplant Biotechnologies Ltd,USD,NASDAQ,XNMS,United States,Depositary Receipt,BBG008754RH1
CLINW,Clean Earth Acquisitions Corp.,USD,NASDAQ,XNMS,United States,Common Stock,
CLIR,ClearSign Combustion Corp,USD,NASDAQ,XNCM,United States,Common Stock,BBG00283BTX8
CLLS,Cellectis SA,USD,NASDAQ,XNMS,United States,Depositary Receipt,BBG0084L1XV3
